instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,gnn_cross_depot_decisions,future_planning_accuracy,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate,model_used,gnn_predictions_made
texas_small_4,texas,small,5,100,358,265,0.7402234636871509,77,9,0,0.77,250.72215324719542,2.2255987214563144,27.808333333333334,0.14981332716051038,0.0741028086963854,3.1177387284923084,73,86,0.0,3,5,0.6,12,14,0.8571428571428571,37,52,0.7115384615384616,25,29,0.8620689655172413,Enhanced_Heuristic,0
