instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,gnn_cross_depot_decisions,future_planning_accuracy,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate,model_used,gnn_predictions_made
north_carolina_medium_0,north_carolina,medium,10,200,726,386,0.5316804407713499,114,20,0,0.57,770.4429810771547,6.839032336922103,72.78333333333333,0.14987654156155056,0.08589335771867129,4.835040806219031,109,171,0.0,5,10,0.5,13,26,0.5,62,115,0.5391304347826087,34,49,0.6938775510204082,Enhanced_Heuristic,0
