instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,gnn_cross_depot_decisions,future_planning_accuracy,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate,model_used,gnn_predictions_made
utah_large_0,utah,large,15,400,1436,429,0.29874651810584957,167,12,0,0.4175,1473.9329433262099,13.083739237613008,132.91666666666666,0.281099191645986,0.08961440316947426,6.462179294908584,157,371,0.0,1,19,0.05263157894736842,16,56,0.2857142857142857,76,217,0.35023041474654376,74,108,0.6851851851851852,Enhanced_Heuristic,0
