instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,gnn_cross_depot_decisions,future_planning_accuracy,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate,model_used,gnn_predictions_made
utah_medium_3,utah,medium,10,200,784,466,0.5943877551020408,128,21,0,0.64,726.2666751899914,6.446890164290875,73.975,0.21819162635163888,0.08016337530889617,4.171017053643327,118,166,0.0,7,13,0.5384615384615384,20,35,0.5714285714285714,60,96,0.625,41,56,0.7321428571428571,Enhanced_Heuristic,0
