instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,gnn_cross_depot_decisions,future_planning_accuracy,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate,model_used,gnn_predictions_made
texas_large_4,texas,large,15,400,1432,380,0.26536312849162014,140,20,0,0.35,1245.8451356984513,11.05906002015423,140.71666666666667,0.39055661151283666,0.07286448407507128,6.856502073541385,134,360,0.0,2,19,0.10526315789473684,16,59,0.2711864406779661,58,206,0.2815533980582524,64,116,0.5517241379310345,Enhanced_Heuristic,0
