instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,cross_depot_assignments,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate
arkansas_small_0,arkansas,small,5,100,386,34,0.08808290155440414,10,0,0,0.1,41.06532985627439,0.36452680563171763,2.3833333333333333,0.09098919955166904,0.13265842772078362,4.179786243131834,10,11,1,1,1.0,0,0,0.0,5,5,1.0,4,5,0.8
