instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,cross_depot_assignments,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate
arkansas_large_1,arkansas,large,15,400,1424,218,0.15308988764044945,98,18,0,0.245,879.1261545619508,7.803786064579717,151.15,0.45593746045497074,0.049094685051472735,8.498490050609188,90,354,1,21,0.047619047619047616,6,48,0.125,35,221,0.1583710407239819,56,110,0.509090909090909
