instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,cross_depot_assignments,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate
arkansas_large_0,arkansas,large,15,400,1398,273,0.19527896995708155,109,21,0,0.2725,952.2583727933367,8.452962730004105,149.7,0.4468807129872506,0.05344802009453879,8.22470621540153,98,352,3,18,0.16666666666666666,9,62,0.14516129032258066,34,187,0.18181818181818182,63,133,0.47368421052631576
