instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,cross_depot_assignments,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate
arkansas_small_0,arkansas,small,5,100,386,64,0.16580310880829016,18,0,0,0.18,65.91462183817886,0.5851078422403759,4.466666666666667,0.10628170437282985,0.11582224052335319,4.05601361997264,18,18,2,2,1.0,0,0,0.0,9,9,1.0,7,7,1.0
