instance_name,region,size,total_depots,total_orders,total_possible_score,total_score_achieved,score_ratio,orders_completed,orders_failed,orders_pending,completion_rate,total_distance_km,total_flight_time_hours,total_idle_time_hours,average_assignment_time_ms,drone_utilization,average_delivery_time_minutes,cross_depot_operations,cross_depot_assignments,emergency_completed,emergency_total,emergency_completion_rate,high_completed,high_total,high_completion_rate,medium_completed,medium_total,medium_completion_rate,low_completed,low_total,low_completion_rate
arkansas_small_0,arkansas,small,5,100,386,238,0.616580310880829,66,18,0,0.66,236.23946526286304,2.0970394719296026,25.95,0.18786511770108852,0.07476865692111243,4.551582919470118,62,77,5,7,0.7142857142857143,8,16,0.5,27,46,0.5869565217391305,26,31,0.8387096774193549
